iter_name,gi,pj,sk,cl,gmod_pa,phi_rad,psi_rad,cval_pa,x_min,x_max,spread,z_max,n_floor,retained_frac,ranoff_frac
grid_g6_p3_s0_c3,6,3,0,3,80000000.00000003,0.675,0.0,1500.0,0.00341687,0.932303,0.92888613,0.17654599999999998,620,0.037267080745341616,0.0
grid_g5_p3_s0_c4,5,3,0,4,38539699.35995991,0.675,0.0,2000.0,0.00175706,0.781111,0.77935394,0.174676,627,0.026397515527950312,0.0
grid_g1_p3_s0_c6,1,3,0,6,2075781.6311124284,0.675,0.0,3000.0,0.0028688,0.559115,0.5562462,0.20352599999999998,633,0.017080745341614908,0.0
grid_g4_p3_s0_c5,4,3,0,5,18566355.33445113,0.675,0.0,2500.0,0.0070262,0.649558,0.6425318,0.18357199999999999,642,0.003105590062111801,0.0
grid_g2_p3_s0_c6,2,3,0,6,4308869.380063765,0.675,0.0,3000.0,0.00442868,0.572189,0.56776032,0.199785,640,0.006211180124223602,0.0
grid_g3_p3_s0_c6,3,3,0,6,8944271.90999916,0.675,0.0,3000.0,0.00454958,0.579998,0.57544842,0.205811,643,0.0015527950310559005,0.0
grid_g0_p3_s1_c0,0,3,1,0,1000000.0,0.675,0.0583333333333333,0.0,0.0020689,1.44633,1.4442610999999999,0.16494,606,0.059006211180124224,0.0
grid_g5_p3_s0_c5,5,3,0,5,38539699.35995991,0.675,0.0,2500.0,0.000671822,0.654742,0.654070178,0.190877,634,0.015527950310559006,0.0
grid_g6_p3_s0_c4,6,3,0,4,80000000.00000003,0.675,0.0,2000.0,0.000956231,0.805936,0.804979769,0.194516,620,0.037267080745341616,0.0
grid_g1_p3_s1_c0,1,3,1,0,2075781.6311124284,0.675,0.0583333333333333,0.0,0.00249524,1.37596,1.37346476,0.14029,617,0.04192546583850932,0.0
grid_g4_p3_s0_c6,4,3,0,6,18566355.33445113,0.675,0.0,3000.0,0.00229051,0.589899,0.5876084899999999,0.204959,642,0.003105590062111801,0.0
grid_g2_p3_s1_c0,2,3,1,0,4308869.380063765,0.675,0.0583333333333333,0.0,0.001515,1.33533,1.333815,0.140041,620,0.037267080745341616,0.0
grid_g6_p3_s0_c5,6,3,0,5,80000000.00000003,0.675,0.0,2500.0,0.00169771,0.672912,0.67121429,0.19772599999999999,623,0.03260869565217391,0.0
grid_g3_p3_s1_c0,3,3,1,0,8944271.90999916,0.675,0.0583333333333333,0.0,0.00133761,1.26628,1.26494239,0.1136932,624,0.031055900621118012,0.0
grid_g0_p3_s1_c1,0,3,1,1,1000000.0,0.675,0.0583333333333333,500.0,0.00100866,1.22375,1.2227413399999998,0.16619699999999998,613,0.043478260869565216,0.0015527950310559005
grid_g5_p3_s0_c6,5,3,0,6,38539699.35995991,0.675,0.0,3000.0,0.000878672,0.633908,0.633029328,0.205498,641,0.004658385093167702,0.0
grid_g4_p3_s1_c0,4,3,1,0,18566355.33445113,0.675,0.0583333333333333,0.0,0.00572662,1.2465,1.24077338,0.110322,628,0.024844720496894408,0.0
grid_g1_p3_s1_c1,1,3,1,1,2075781.6311124284,0.675,0.0583333333333333,500.0,0.00130631,1.21006,1.20875369,0.170044,613,0.046583850931677016,0.0
grid_g2_p3_s1_c1,2,3,1,1,4308869.380063765,0.675,0.0583333333333333,500.0,0.00123159,1.18189,1.1806584100000002,0.145839,618,0.037267080745341616,0.0
grid_g5_p3_s1_c0,5,3,1,0,38539699.35995991,0.675,0.0583333333333333,0.0,0.00507761,1.22549,1.22041239,0.10969870000000001,628,0.024844720496894408,0.0
grid_g3_p3_s1_c1,3,3,1,1,8944271.90999916,0.675,0.0583333333333333,500.0,0.00232883,1.13585,1.13352117,0.155306,617,0.04192546583850932,0.0
grid_g0_p3_s1_c2,0,3,1,2,1000000.0,0.675,0.0583333333333333,1000.0,5.89701e-05,1.128,1.1279410299,0.183358,600,0.05745341614906832,0.006211180124223602
grid_g6_p3_s0_c6,6,3,0,6,80000000.00000003,0.675,0.0,3000.0,0.00145132,0.592416,0.59096468,0.205183,639,0.007763975155279503,0.0
grid_g1_p3_s1_c2,1,3,1,2,2075781.6311124284,0.675,0.0583333333333333,1000.0,0.00115512,1.02564,1.0244848800000002,0.15778599999999998,627,0.023291925465838508,0.003105590062111801
grid_g4_p3_s1_c1,4,3,1,1,18566355.33445113,0.675,0.0583333333333333,500.0,0.0037088,1.13298,1.1292712,0.14585299999999998,620,0.037267080745341616,0.0
grid_g2_p3_s1_c2,2,3,1,2,4308869.380063765,0.675,0.0583333333333333,1000.0,0.000219789,1.10577,1.105550211,0.158791,625,0.021739130434782608,0.0
grid_g6_p3_s1_c0,6,3,1,0,80000000.00000003,0.675,0.0583333333333333,0.0,0.000257737,1.30422,1.3039622629999998,0.126119,627,0.026397515527950312,0.0
grid_g3_p3_s1_c2,3,3,1,2,8944271.90999916,0.675,0.0583333333333333,1000.0,0.000233162,0.974165,0.9739318379999999,0.14173,613,0.026397515527950312,0.0
grid_g0_p3_s1_c3,0,3,1,3,1000000.0,0.675,0.0583333333333333,1500.0,0.00462089,1.25883,1.25420911,0.14082,632,0.013975155279503106,0.003105590062111801
grid_g5_p3_s1_c1,5,3,1,1,38539699.35995991,0.675,0.0583333333333333,500.0,0.000905724,1.05506,1.054154276,0.16677899999999998,620,0.034161490683229816,0.0
grid_g1_p3_s1_c3,1,3,1,3,2075781.6311124284,0.675,0.0583333333333333,1500.0,0.000590657,0.932604,0.9320133429999999,0.17634,631,0.017080745341614908,0.003105590062111801
grid_g4_p3_s1_c2,4,3,1,2,18566355.33445113,0.675,0.0583333333333333,1000.0,0.00309714,1.47082,1.46772286,0.157353,632,0.018633540372670808,0.0
grid_g2_p3_s1_c3,2,3,1,3,4308869.380063765,0.675,0.0583333333333333,1500.0,0.00179142,1.04683,1.04503858,0.168602,623,0.026397515527950312,0.0
grid_g3_p3_s1_c3,3,3,1,3,8944271.90999916,0.675,0.0583333333333333,1500.0,0.000339339,0.907987,0.9076476609999999,0.16916699999999998,630,0.021739130434782608,0.0
grid_g0_p3_s1_c4,0,3,1,4,1000000.0,0.675,0.0583333333333333,2000.0,0.00114062,0.931496,0.93035538,0.173675,635,0.009316770186335404,0.004658385093167702
grid_g6_p3_s1_c1,6,3,1,1,80000000.00000003,0.675,0.0583333333333333,500.0,0.000262108,1.10708,1.106817892,0.150308,615,0.043478260869565216,0.0
grid_g5_p3_s1_c2,5,3,1,2,38539699.35995991,0.675,0.0583333333333333,1000.0,0.00133671,1.49708,1.49574329,0.178151,627,0.026397515527950312,0.0
grid_g1_p3_s1_c4,1,3,1,4,2075781.6311124284,0.675,0.0583333333333333,2000.0,0.00383193,0.93837,0.93453807,0.179719,627,0.020186335403726708,0.0015527950310559005
grid_g4_p3_s1_c3,4,3,1,3,18566355.33445113,0.675,0.0583333333333333,1500.0,9.31791e-05,1.11176,1.1116668209,0.151437,624,0.031055900621118012,0.0
grid_g2_p3_s1_c4,2,3,1,4,4308869.380063765,0.675,0.0583333333333333,2000.0,0.00185447,0.768078,0.76622353,0.186631,619,0.018633540372670808,0.0
grid_g3_p3_s1_c4,3,3,1,4,8944271.90999916,0.675,0.0583333333333333,2000.0,0.000202877,0.770702,0.770499123,0.18553699999999998,627,0.013975155279503106,0.0
grid_g5_p3_s1_c3,5,3,1,3,38539699.35995991,0.675,0.0583333333333333,1500.0,3.99256e-05,0.823827,0.8237870744,0.152301,623,0.018633540372670808,0.0
grid_g6_p3_s1_c2,6,3,1,2,80000000.00000003,0.675,0.0583333333333333,1000.0,0.00084999,1.05773,1.05688001,0.167602,628,0.024844720496894408,0.0
grid_g0_p3_s1_c5,0,3,1,5,1000000.0,0.675,0.0583333333333333,2500.0,0.000207029,0.901247,0.901039971,0.186603,632,0.013975155279503106,0.003105590062111801
grid_g4_p3_s1_c4,4,3,1,4,18566355.33445113,0.675,0.0583333333333333,2000.0,0.00044913,0.772169,0.77171987,0.178107,626,0.013975155279503106,0.0
grid_g1_p3_s1_c5,1,3,1,5,2075781.6311124284,0.675,0.0583333333333333,2500.0,5.12539e-05,0.731081,0.7310297460999999,0.193028,632,0.017080745341614908,0.0015527950310559005
grid_g2_p3_s1_c5,2,3,1,5,4308869.380063765,0.675,0.0583333333333333,2500.0,0.000163798,0.718613,0.718449202,0.182008,629,0.021739130434782608,0.0015527950310559005
grid_g6_p3_s1_c3,6,3,1,3,80000000.00000003,0.675,0.0583333333333333,1500.0,0.000727063,0.896536,0.895808937,0.164292,622,0.021739130434782608,0.0
grid_g3_p3_s1_c5,3,3,1,5,8944271.90999916,0.675,0.0583333333333333,2500.0,0.00136621,0.761238,0.7598717899999999,0.189412,621,0.03571428571428571,0.0
grid_g0_p3_s1_c6,0,3,1,6,1000000.0,0.675,0.0583333333333333,3000.0,0.0016014,0.713093,0.7114916,0.214482,633,0.013975155279503106,0.003105590062111801
grid_g5_p3_s1_c4,5,3,1,4,38539699.35995991,0.675,0.0583333333333333,2000.0,0.000218149,0.875784,0.8755658510000001,0.194684,635,0.013975155279503106,0.0
grid_g4_p3_s1_c5,4,3,1,5,18566355.33445113,0.675,0.0583333333333333,2500.0,0.000686909,0.750143,0.749456091,0.16222,630,0.021739130434782608,0.0
grid_g1_p3_s1_c6,1,3,1,6,2075781.6311124284,0.675,0.0583333333333333,3000.0,0.000657446,0.689288,0.6886305540000001,0.201991,632,0.012422360248447204,0.0015527950310559005
grid_g2_p3_s1_c6,2,3,1,6,4308869.380063765,0.675,0.0583333333333333,3000.0,0.00205441,0.693364,0.69130959,0.204095,626,0.026397515527950312,0.0015527950310559005
grid_g6_p3_s1_c4,6,3,1,4,80000000.00000003,0.675,0.0583333333333333,2000.0,0.00432283,0.857493,0.85317017,0.18773499999999999,636,0.012422360248447204,0.0
grid_g3_p3_s1_c6,3,3,1,6,8944271.90999916,0.675,0.0583333333333333,3000.0,5.10725e-05,0.673753,0.6737019275,0.200323,628,0.024844720496894408,0.0
grid_g0_p3_s2_c0,0,3,2,0,1000000.0,0.675,0.1166666666666666,0.0,0.00121226,1.62507,1.62385774,0.18312399999999998,609,0.05434782608695652,0.0
grid_g5_p3_s1_c5,5,3,1,5,38539699.35995991,0.675,0.0583333333333333,2500.0,0.00289076,0.708301,0.70541024,0.203815,641,0.004658385093167702,0.0
grid_g1_p3_s2_c0,1,3,2,0,2075781.6311124284,0.675,0.1166666666666666,0.0,0.00529276,1.48265,1.4773572400000001,0.26823400000000003,590,0.08385093167701864,0.0
grid_g4_p3_s1_c6,4,3,1,6,18566355.33445113,0.675,0.0583333333333333,3000.0,0.00118366,0.662595,0.66141134,0.197133,638,0.009316770186335404,0.0
grid_g2_p3_s2_c0,2,3,2,0,4308869.380063765,0.675,0.1166666666666666,0.0,0.000581457,1.36469,1.364108543,0.16691499999999998,614,0.046583850931677016,0.0
grid_g3_p3_s2_c0,3,3,2,0,8944271.90999916,0.675,0.1166666666666666,0.0,0.00389707,1.30084,1.29694293,0.123169,624,0.029503105590062112,0.0
grid_g0_p3_s2_c1,0,3,2,1,1000000.0,0.675,0.1166666666666666,500.0,0.000298789,1.58842,1.588121211,0.229164,600,0.06521739130434782,0.0015527950310559005
grid_g6_p3_s1_c5,6,3,1,5,80000000.00000003,0.675,0.0583333333333333,2500.0,0.00288515,0.823737,0.82085185,0.17119199999999998,634,0.015527950310559006,0.0
grid_g5_p3_s1_c6,5,3,1,6,38539699.35995991,0.675,0.0583333333333333,3000.0,0.000770246,0.616069,0.615298754,0.208692,631,0.020186335403726708,0.0
grid_g4_p3_s2_c0,4,3,2,0,18566355.33445113,0.675,0.1166666666666666,0.0,0.00105041,1.25307,1.25201959,0.120065,624,0.029503105590062112,0.0
grid_g1_p3_s2_c1,1,3,2,1,2075781.6311124284,0.675,0.1166666666666666,500.0,4.02357e-06,1.45421,1.45420597643,0.19533499999999998,610,0.052795031055900624,0.0
grid_g2_p3_s2_c1,2,3,2,1,4308869.380063765,0.675,0.1166666666666666,500.0,0.00167418,1.28203,1.28035582,0.18584499999999998,611,0.05124223602484472,0.0
grid_g3_p3_s2_c1,3,3,2,1,8944271.90999916,0.675,0.1166666666666666,500.0,0.000263453,1.2397,1.239436547,0.18873199999999998,606,0.05124223602484472,0.0
grid_g0_p3_s2_c2,0,3,2,2,1000000.0,0.675,0.1166666666666666,1000.0,0.00221465,1.38252,1.38030535,0.195037,603,0.06055900621118013,0.0015527950310559005
grid_g6_p3_s1_c6,6,3,1,6,80000000.00000003,0.675,0.0583333333333333,3000.0,0.000406612,0.620303,0.619896388,0.198342,631,0.020186335403726708,0.0
grid_g5_p3_s2_c0,5,3,2,0,38539699.35995991,0.675,0.1166666666666666,0.0,0.00546351,1.27258,1.26711649,0.11834339999999999,630,0.021739130434782608,0.0
grid_g4_p3_s2_c1,4,3,2,1,18566355.33445113,0.675,0.1166666666666666,500.0,0.00220602,1.16497,1.16276398,0.174583,615,0.043478260869565216,0.0
grid_g1_p3_s2_c2,1,3,2,2,2075781.6311124284,0.675,0.1166666666666666,1000.0,0.0018934,1.1709,1.1690066000000001,0.18062899999999998,603,0.040372670807453416,0.017080745341614908
grid_g2_p3_s2_c2,2,3,2,2,4308869.380063765,0.675,0.1166666666666666,1000.0,0.00168464,1.2004,1.19871536,0.175183,616,0.031055900621118012,0.012422360248447204
grid_g6_p3_s2_c0,6,3,2,0,80000000.00000003,0.675,0.1166666666666666,0.0,0.00201592,1.2981,1.29608408,0.11631559999999999,627,0.024844720496894408,0.0
grid_g3_p3_s2_c2,3,3,2,2,8944271.90999916,0.675,0.1166666666666666,1000.0,0.00266176,1.16543,1.16276824,0.15781399999999998,602,0.05124223602484472,0.0
grid_g0_p3_s2_c3,0,3,2,3,1000000.0,0.675,0.1166666666666666,1500.0,0.00242216,1.2654,1.26297784,0.16827699999999998,600,0.03571428571428571,0.009316770186335404
grid_g5_p3_s2_c1,5,3,2,1,38539699.35995991,0.675,0.1166666666666666,500.0,0.000527072,1.1747,1.1741729280000002,0.142816,619,0.03881987577639751,0.0
grid_g1_p3_s2_c3,1,3,2,3,2075781.6311124284,0.675,0.1166666666666666,1500.0,0.00190862,1.17803,1.1761213799999999,0.193301,616,0.034161490683229816,0.0015527950310559005
grid_g4_p3_s2_c2,4,3,2,2,18566355.33445113,0.675,0.1166666666666666,1000.0,0.000790818,1.58028,1.5794891819999999,0.15613,633,0.017080745341614908,0.0
grid_g2_p3_s2_c3,2,3,2,3,4308869.380063765,0.675,0.1166666666666666,1500.0,0.00138398,1.14605,1.14466602,0.164888,617,0.034161490683229816,0.007763975155279503
grid_g3_p3_s2_c3,3,3,2,3,8944271.90999916,0.675,0.1166666666666666,1500.0,0.000228464,1.00658,1.006351536,0.191113,623,0.024844720496894408,0.0
grid_g6_p3_s2_c1,6,3,2,1,80000000.00000003,0.675,0.1166666666666666,500.0,0.00123942,1.20814,1.20690058,0.168065,621,0.03571428571428571,0.0
grid_g0_p3_s2_c4,0,3,2,4,1000000.0,0.675,0.1166666666666666,2000.0,0.00764582,1.19016,1.18251418,0.163048,607,0.03571428571428571,0.012422360248447204
grid_g5_p3_s2_c2,5,3,2,2,38539699.35995991,0.675,0.1166666666666666,1000.0,0.00329554,1.33879,1.3354944599999998,0.161232,627,0.026397515527950312,0.0
grid_g1_p3_s2_c4,1,3,2,4,2075781.6311124284,0.675,0.1166666666666666,2000.0,0.000204976,1.03086,1.030655024,0.168422,612,0.04192546583850932,0.003105590062111801
grid_g4_p3_s2_c3,4,3,2,3,18566355.33445113,0.675,0.1166666666666666,1500.0,0.00257621,1.19323,1.19065379,0.16927,623,0.03260869565217391,0.0
grid_g2_p3_s2_c4,2,3,2,4,4308869.380063765,0.675,0.1166666666666666,2000.0,0.00162166,0.930538,0.92891634,0.206112,620,0.03260869565217391,0.004658385093167702
grid_g3_p3_s2_c4,3,3,2,4,8944271.90999916,0.675,0.1166666666666666,2000.0,0.000493545,0.870857,0.870363455,0.189447,616,0.03260869565217391,0.006211180124223602
grid_g0_p3_s2_c5,0,3,2,5,1000000.0,0.675,0.1166666666666666,2500.0,0.00197811,1.09673,1.09475189,0.197922,612,0.04503105590062112,0.003105590062111801
grid_g6_p3_s2_c2,6,3,2,2,80000000.00000003,0.675,0.1166666666666666,1000.0,0.000376539,1.02048,1.0201034610000002,0.158796,623,0.018633540372670808,0.0
grid_g5_p3_s2_c3,5,3,2,3,38539699.35995991,0.675,0.1166666666666666,1500.0,0.0020114,0.910772,0.9087606,0.187893,619,0.027950310559006212,0.0
grid_g4_p3_s2_c4,4,3,2,4,18566355.33445113,0.675,0.1166666666666666,2000.0,0.000163673,0.842729,0.842565327,0.18043399999999998,624,0.031055900621118012,0.0
grid_g1_p3_s2_c5,1,3,2,5,2075781.6311124284,0.675,0.1166666666666666,2500.0,0.00142435,0.956385,0.9549606500000001,0.187504,622,0.029503105590062112,0.003105590062111801
grid_g2_p3_s2_c5,2,3,2,5,4308869.380063765,0.675,0.1166666666666666,2500.0,0.000492766,1.44004,1.439547234,0.16458499999999998,616,0.04192546583850932,0.0
grid_g6_p3_s2_c3,6,3,2,3,80000000.00000003,0.675,0.1166666666666666,1500.0,0.000137556,0.874732,0.874594444,0.187737,626,0.013975155279503106,0.0
grid_g3_p3_s2_c5,3,3,2,5,8944271.90999916,0.675,0.1166666666666666,2500.0,0.000848058,1.24872,1.247871942,0.218545,615,0.037267080745341616,0.0
grid_g0_p3_s2_c6,0,3,2,6,1000000.0,0.675,0.1166666666666666,3000.0,0.00171378,0.903618,0.90190422,0.210196,621,0.027950310559006212,0.003105590062111801
grid_g5_p3_s2_c4,5,3,2,4,38539699.35995991,0.675,0.1166666666666666,2000.0,0.000106643,0.974742,0.974635357,0.183787,636,0.012422360248447204,0.0
grid_g1_p3_s2_c6,1,3,2,6,2075781.6311124284,0.675,0.1166666666666666,3000.0,0.00147696,0.869923,0.86844604,0.178537,623,0.023291925465838508,0.0015527950310559005
grid_g4_p3_s2_c5,4,3,2,5,18566355.33445113,0.675,0.1166666666666666,2500.0,0.000274037,1.31309,1.312815963,0.174444,620,0.037267080745341616,0.0
grid_g2_p3_s2_c6,2,3,2,6,4308869.380063765,0.675,0.1166666666666666,3000.0,0.00118658,0.762609,0.7614224199999999,0.213298,623,0.013975155279503106,0.0
grid_g3_p3_s2_c6,3,3,2,6,8944271.90999916,0.675,0.1166666666666666,3000.0,0.0044164,1.58067,1.5762536,0.199819,621,0.021739130434782608,0.0
grid_g0_p3_s3_c0,0,3,3,0,1000000.0,0.675,0.175,0.0,0.00226552,1.72901,1.72674448,0.334134,596,0.07142857142857142,0.0
grid_g6_p3_s2_c4,6,3,2,4,80000000.00000003,0.675,0.1166666666666666,2000.0,0.00125566,0.939298,0.93804234,0.19536,619,0.03881987577639751,0.0
grid_g5_p3_s2_c5,5,3,2,5,38539699.35995991,0.675,0.1166666666666666,2500.0,0.00058549,0.714421,0.71383551,0.195106,625,0.029503105590062112,0.0
grid_g1_p3_s3_c0,1,3,3,0,2075781.6311124284,0.675,0.175,0.0,0.00198436,1.63781,1.63582564,0.238237,598,0.06987577639751552,0.0
grid_g4_p3_s2_c6,4,3,2,6,18566355.33445113,0.675,0.1166666666666666,3000.0,5.98961e-05,0.822675,0.8226151039,0.201314,616,0.043478260869565216,0.0
grid_g2_p3_s3_c0,2,3,3,0,4308869.380063765,0.675,0.175,0.0,0.000365372,1.48131,1.4809446279999998,0.217523,610,0.05124223602484472,0.0
grid_g6_p3_s2_c5,6,3,2,5,80000000.00000003,0.675,0.1166666666666666,2500.0,0.000724256,0.675056,0.674331744,0.194888,631,0.006211180124223602,0.0
grid_g3_p3_s3_c0,3,3,3,0,8944271.90999916,0.675,0.175,0.0,0.000495513,1.47714,1.476644487,0.17437,615,0.043478260869565216,0.0
grid_g0_p3_s3_c1,0,3,3,1,1000000.0,0.675,0.175,500.0,0.00569286,1.74102,1.73532714,0.242166,587,0.08229813664596274,0.0
grid_g5_p3_s2_c6,5,3,2,6,38539699.35995991,0.675,0.1166666666666666,3000.0,0.00353733,0.674701,0.67116367,0.197026,623,0.03260869565217391,0.0
grid_g4_p3_s3_c0,4,3,3,0,18566355.33445113,0.675,0.175,0.0,0.00149439,1.34529,1.3437956100000001,0.141396,619,0.037267080745341616,0.0
grid_g1_p3_s3_c1,1,3,3,1,2075781.6311124284,0.675,0.175,500.0,0.00285861,1.75283,1.74997139,0.23123,598,0.06832298136645963,0.0015527950310559005
grid_g2_p3_s3_c1,2,3,3,1,4308869.380063765,0.675,0.175,500.0,0.00128694,1.50174,1.5004530600000001,0.225264,592,0.07142857142857142,0.0
grid_g3_p3_s3_c1,3,3,3,1,8944271.90999916,0.675,0.175,500.0,0.00139879,1.38483,1.38343121,0.207457,616,0.04192546583850932,0.0
grid_g0_p3_s3_c2,0,3,3,2,1000000.0,0.675,0.175,1000.0,0.00276669,1.5867,1.58393331,0.28579899999999997,603,0.049689440993788817,0.007763975155279503
grid_g6_p3_s2_c6,6,3,2,6,80000000.00000003,0.675,0.1166666666666666,3000.0,0.000467147,0.662696,0.662228853,0.20094499999999998,642,0.003105590062111801,0.0
grid_g5_p3_s3_c0,5,3,3,0,38539699.35995991,0.675,0.175,0.0,0.00153721,1.30621,1.3046727900000001,0.119776,628,0.024844720496894408,0.0
grid_g1_p3_s3_c2,1,3,3,2,2075781.6311124284,0.675,0.175,1000.0,0.000374279,1.56646,1.5660857209999999,0.239142,602,0.059006211180124224,0.0015527950310559005
grid_g4_p3_s3_c1,4,3,3,1,18566355.33445113,0.675,0.175,500.0,0.00102636,1.2014,1.20037364,0.17657499999999998,606,0.052795031055900624,0.0
grid_g2_p3_s3_c2,2,3,3,2,4308869.380063765,0.675,0.175,1000.0,0.00123161,1.41699,1.41575839,0.213559,602,0.06055900621118013,0.0015527950310559005
grid_g6_p3_s3_c0,6,3,3,0,80000000.00000003,0.675,0.175,0.0,0.00564482,1.19745,1.1918051799999998,0.12323100000000001,622,0.024844720496894408,0.0
grid_g3_p3_s3_c2,3,3,3,2,8944271.90999916,0.675,0.175,1000.0,0.000787434,1.31957,1.3187825659999999,0.20099499999999998,615,0.043478260869565216,0.0
grid_g0_p3_s3_c3,0,3,3,3,1000000.0,0.675,0.175,1500.0,0.00191251,1.73113,1.7292174900000001,0.244451,605,0.05745341614906832,0.0
grid_g5_p3_s3_c1,5,3,3,1,38539699.35995991,0.675,0.175,500.0,0.00105005,1.20571,1.2046599500000001,0.158359,626,0.026397515527950312,0.0
grid_g1_p3_s3_c3,1,3,3,3,2075781.6311124284,0.675,0.175,1500.0,0.000249935,1.32362,1.323370065,0.265123,608,0.03881987577639751,0.004658385093167702
grid_g4_p3_s3_c2,4,3,3,2,18566355.33445113,0.675,0.175,1000.0,0.000343676,1.55967,1.559326324,0.190271,621,0.034161490683229816,0.0
grid_g2_p3_s3_c3,2,3,3,3,4308869.380063765,0.675,0.175,1500.0,0.00174752,1.15549,1.15374248,0.229652,593,0.05124223602484472,0.013975155279503106
grid_g3_p3_s3_c3,3,3,3,3,8944271.90999916,0.675,0.175,1500.0,0.00214802,1.14837,1.14622198,0.187437,597,0.06055900621118013,0.0
grid_g0_p3_s3_c4,0,3,3,4,1000000.0,0.675,0.175,2000.0,6.93949e-07,1.54302,1.543019306051,0.242521,589,0.06987577639751552,0.003105590062111801
grid_g6_p3_s3_c1,6,3,3,1,80000000.00000003,0.675,0.175,500.0,8.02746e-05,1.17389,1.1738097254000002,0.161996,613,0.043478260869565216,0.0
grid_g5_p3_s3_c2,5,3,3,2,38539699.35995991,0.675,0.175,1000.0,0.00128469,1.75408,1.75279531,0.19422799999999998,609,0.04813664596273292,0.0
grid_g1_p3_s3_c4,1,3,3,4,2075781.6311124284,0.675,0.175,2000.0,0.00359994,1.68128,1.6776800600000001,0.223629,609,0.046583850931677016,0.0015527950310559005
grid_g4_p3_s3_c3,4,3,3,3,18566355.33445113,0.675,0.175,1500.0,0.00454649,1.32368,1.31913351,0.17185799999999998,617,0.04192546583850932,0.0
grid_g2_p3_s3_c4,2,3,3,4,4308869.380063765,0.675,0.175,2000.0,0.00150151,1.11525,1.11374849,0.19050999999999998,613,0.037267080745341616,0.0015527950310559005
grid_g3_p3_s3_c4,3,3,3,4,8944271.90999916,0.675,0.175,2000.0,0.000832291,1.01203,1.011197709,0.205814,611,0.04503105590062112,0.003105590062111801
grid_g0_p3_s3_c5,0,3,3,5,1000000.0,0.675,0.175,2500.0,0.00295263,1.3598,1.3568473699999999,0.209702,594,0.043478260869565216,0.024844720496894408
grid_g6_p3_s3_c2,6,3,3,2,80000000.00000003,0.675,0.175,1000.0,0.00206335,0.973974,0.97191065,0.173722,606,0.03260869565217391,0.0
grid_g5_p3_s3_c3,5,3,3,3,38539699.35995991,0.675,0.175,1500.0,0.0025732,1.30146,1.2988868,0.184913,631,0.020186335403726708,0.0
grid_g1_p3_s3_c5,1,3,3,5,2075781.6311124284,0.675,0.175,2500.0,0.00217646,1.3135,1.3113235399999998,0.203287,591,0.06055900621118013,0.0
grid_g4_p3_s3_c4,4,3,3,4,18566355.33445113,0.675,0.175,2000.0,0.00392369,0.890224,0.88630031,0.204613,612,0.04503105590062112,0.004658385093167702
grid_g2_p3_s3_c5,2,3,3,5,4308869.380063765,0.675,0.175,2500.0,4.45315e-05,0.964732,0.9646874685000001,0.20438499999999998,620,0.027950310559006212,0.003105590062111801
grid_g6_p3_s3_c3,6,3,3,3,80000000.00000003,0.675,0.175,1500.0,0.0011611,0.829748,0.8285869,0.16744599999999998,616,0.031055900621118012,0.0
grid_g3_p3_s3_c5,3,3,3,5,8944271.90999916,0.675,0.175,2500.0,0.000625904,0.89942,0.898794096,0.20141199999999998,607,0.052795031055900624,0.0015527950310559005
grid_g0_p3_s3_c6,0,3,3,6,1000000.0,0.675,0.175,3000.0,0.000187143,1.46703,1.466842857,0.209416,582,0.06055900621118013,0.012422360248447204
grid_g5_p3_s3_c4,5,3,3,4,38539699.35995991,0.675,0.175,2000.0,0.000633795,0.858092,0.8574582049999999,0.18539999999999998,616,0.037267080745341616,0.0
grid_g4_p3_s3_c5,4,3,3,5,18566355.33445113,0.675,0.175,2500.0,0.00173544,0.85779,0.85605456,0.19453099999999998,623,0.03260869565217391,0.0
grid_g1_p3_s3_c6,1,3,3,6,2075781.6311124284,0.675,0.175,3000.0,0.000113811,1.16571,1.165596189,0.183075,623,0.021739130434782608,0.004658385093167702
grid_g2_p3_s3_c6,2,3,3,6,4308869.380063765,0.675,0.175,3000.0,4.62154e-05,1.09825,1.0982037846,0.192665,632,0.015527950310559006,0.0015527950310559005
grid_g6_p3_s3_c4,6,3,3,4,80000000.00000003,0.675,0.175,2000.0,0.00188917,0.880015,0.87812583,0.17629999999999998,619,0.03881987577639751,0.0
grid_g3_p3_s3_c6,3,3,3,6,8944271.90999916,0.675,0.175,3000.0,7.92321e-05,0.902239,0.9021597679,0.186306,619,0.034161490683229816,0.003105590062111801
grid_g0_p3_s4_c0,0,3,4,0,1000000.0,0.675,0.2333333333333333,0.0,0.000970714,1.84514,1.844169286,0.275799,589,0.07763975155279502,0.006211180124223602
grid_g5_p3_s3_c5,5,3,3,5,38539699.35995991,0.675,0.175,2500.0,0.000623055,1.05743,1.0568069450000002,0.15742699999999998,625,0.029503105590062112,0.0
grid_g4_p3_s3_c6,4,3,3,6,18566355.33445113,0.675,0.175,3000.0,0.00339603,0.85644,0.85304397,0.20635699999999998,629,0.023291925465838508,0.0
grid_g1_p3_s4_c0,1,3,4,0,2075781.6311124284,0.675,0.2333333333333333,0.0,0.000287433,1.78674,1.786452567,0.30530799999999997,600,0.06832298136645963,0.0
grid_g2_p3_s4_c0,2,3,4,0,4308869.380063765,0.675,0.2333333333333333,0.0,7.03925e-05,1.60824,1.6081696074999998,0.21404199999999998,590,0.08229813664596274,0.0
